timestamp,length
2025-04-24T14:14:30.144,5
2025-04-24T14:14:30.685,4
2025-04-24T14:14:33.586,3
2025-04-24T14:14:34.596,2
2025-04-24T14:14:36.593,1
2025-04-24T14:14:38.119,2
2025-04-24T14:14:39.601,1
2025-04-24T14:14:41.120,2
2025-04-24T14:14:41.122,3
2025-04-24T14:14:41.137,2
2025-04-24T14:14:41.145,1
2025-04-24T14:14:42.114,2
2025-04-24T14:14:46.119,3
2025-04-24T14:14:46.119,4
2025-04-24T14:14:46.130,3
2025-04-24T14:14:48.114,4
2025-04-24T14:14:52.658,3
2025-04-24T14:14:52.671,2
2025-04-24T14:14:55.622,1
2025-04-24T14:14:56.108,2
2025-04-24T14:14:56.108,3
2025-04-24T14:14:57.149,4
2025-04-24T14:14:57.151,5
2025-04-24T14:14:57.151,6
2025-04-24T14:14:57.187,5
2025-04-24T14:14:57.198,4
2025-04-24T14:15:00.117,5
2025-04-24T14:15:04.637,4
2025-04-24T14:15:06.109,5
2025-04-24T14:15:07.119,6
2025-04-24T14:15:07.119,7
2025-04-24T14:15:09.114,8
2025-04-24T14:15:10.646,7
2025-04-24T14:15:11.120,8
2025-04-24T14:15:11.132,7
2025-04-24T14:15:13.108,8
2025-04-24T14:15:13.138,7
2025-04-24T14:15:14.641,6
2025-04-24T14:15:15.648,5
2025-04-24T14:15:18.110,6
2025-04-24T14:15:19.127,7
2025-04-24T14:15:19.139,6
2025-04-24T14:15:20.117,7
2025-04-24T14:15:21.666,6
2025-04-24T14:15:23.667,5
2025-04-24T14:15:24.108,6
2025-04-24T14:15:24.132,5
2025-04-24T14:15:31.122,6
2025-04-24T14:15:31.132,5
2025-04-24T14:15:32.678,4
2025-04-24T14:15:35.112,5
2025-04-24T14:15:36.683,4
2025-04-24T14:15:37.108,5
2025-04-24T14:15:37.124,4
2025-04-24T14:15:39.699,3
2025-04-24T14:15:40.110,4
2025-04-24T14:15:44.121,5
2025-04-24T14:15:46.106,6
2025-04-24T14:15:47.702,5
2025-04-24T14:15:48.709,4
2025-04-24T14:15:51.107,5
2025-04-24T14:15:53.723,4
2025-04-24T14:15:54.111,5
2025-04-24T14:15:54.124,4
2025-04-24T14:15:56.105,5
2025-04-24T14:15:56.120,6
2025-04-24T14:15:56.126,5
2025-04-24T14:15:59.112,6
2025-04-24T14:15:59.734,5
2025-04-24T14:16:01.108,6
2025-04-24T14:16:02.734,5
2025-04-24T14:16:05.749,4
2025-04-24T14:16:06.118,5
2025-04-24T14:16:06.129,4
2025-04-24T14:16:07.116,5
2025-04-24T14:16:07.756,4
2025-04-24T14:16:09.107,5
2025-04-24T14:16:10.741,4
2025-04-24T14:16:11.742,3
2025-04-24T14:16:14.115,4
2025-04-24T14:16:14.115,5
2025-04-24T14:16:14.129,4
2025-04-24T14:16:15.118,5
2025-04-24T14:16:15.749,4
2025-04-24T14:16:17.104,5
2025-04-24T14:16:18.118,6
2025-04-24T14:16:19.109,7
2025-04-24T14:16:19.123,8
2025-04-24T14:16:19.129,7
2025-04-24T14:16:20.109,8
2025-04-24T14:16:20.109,9
2025-04-24T14:16:20.808,8
2025-04-24T14:16:24.766,7
2025-04-24T14:16:25.765,6
2025-04-24T14:16:27.105,7
2025-04-24T14:16:27.126,6
2025-04-24T14:16:28.113,7
2025-04-24T14:16:28.130,6
2025-04-24T14:16:28.778,5
2025-04-24T14:16:32.773,4
2025-04-24T14:16:34.786,3
2025-04-24T14:16:36.105,4
2025-04-24T14:16:36.122,3
2025-04-24T14:16:37.784,2
2025-04-24T14:16:38.784,1
2025-04-24T14:16:45.800,0
